Order_ID,Date,Branch,Product,Category,Aggregator,Order_Type,Quantity,Gross_Sales,Discount,Commission,Net_Sales
CB-2247,2026-06-24,Barsha,Sev Puri,Chaat,Talabat,Delivery,4,52,7.8,11.05,33.15
CB-2248,2026-06-24,Barsha,Masala Chai,Beverages,Careem,Delivery,6,48,7.2,8.98,31.82
CB-2249,2026-06-24,Barsha,Pav Bhaji,Mains,Careem,Delivery,2,44,6.6,8.23,29.17
CB-2250,2026-06-24,Barsha,Vada Pav,Snacks,Talabat,Delivery,5,50,0.0,12.5,37.5
CB-2251,2026-06-24,Barsha,Dahi Puri,Chaat,Talabat,Delivery,4,56,0.0,14.0,42.0
CB-2252,2026-06-24,Deira,Vada Pav,Snacks,Noon,Delivery,5,50,7.5,8.5,34.0
CB-2253,2026-06-24,Deira,Vada Pav,Snacks,Direct,Dine-in,4,40,0.0,0.0,40.0
CB-2254,2026-06-25,Karama,Aloo Tikki Chaat,Chaat,Careem,Delivery,3,48,0.0,10.56,37.44
CB-2255,2026-06-25,Karama,Masala Chai,Beverages,Talabat,Delivery,6,48,0.0,12.0,36.0
CB-2256,2026-06-25,Karama,Masala Chai,Beverages,Noon,Delivery,3,24,0.0,4.8,19.2
CB-2257,2026-06-25,Karama,Falooda,Desserts,Direct,Takeaway,2,32,0.0,0.0,32.0
CB-2258,2026-06-25,JVC,Paneer Tikka,Mains,Talabat,Delivery,6,168,0.0,42.0,126.0
CB-2259,2026-06-25,JVC,Mango Lassi,Beverages,Noon,Delivery,4,48,0.0,9.6,38.4
CB-2260,2026-06-25,JVC,Pani Puri,Chaat,Careem,Delivery,4,48,0.0,10.56,37.44
CB-2261,2026-06-25,JVC,Aloo Tikki Chaat,Chaat,Direct,Dine-in,5,80,0.0,0.0,80.0
CB-2262,2026-06-25,Deira,Gulab Jamun,Desserts,Direct,Takeaway,2,20,2.0,0.0,18.0
CB-2263,2026-06-25,Deira,Mango Lassi,Beverages,Direct,Dine-in,2,24,0.0,0.0,24.0
CB-2264,2026-06-26,Karama,Samosa Chaat,Chaat,Careem,Delivery,1,15,0.75,3.14,11.11
CB-2265,2026-06-26,Karama,Sev Puri,Chaat,Direct,Dine-in,5,65,6.5,0.0,58.5
CB-2266,2026-06-26,Karama,Pav Bhaji,Mains,Talabat,Delivery,4,88,0.0,22.0,66.0
CB-2267,2026-06-26,Karama,Paneer Tikka,Mains,Talabat,Delivery,3,84,0.0,21.0,63.0
CB-2268,2026-06-26,Karama,Pani Puri,Chaat,Noon,Delivery,4,48,0.0,9.6,38.4
CB-2269,2026-06-26,Karama,Samosa Chaat,Chaat,Talabat,Delivery,3,45,0.0,11.25,33.75
CB-2270,2026-06-26,Muweilah,Vada Pav,Snacks,Direct,Takeaway,2,20,3.0,0.0,17.0
CB-2271,2026-06-26,Barsha,Chole Bhature,Mains,Talabat,Delivery,3,72,10.8,15.3,45.9
CB-2272,2026-06-26,Barsha,Paneer Tikka,Mains,Talabat,Delivery,6,168,0.0,42.0,126.0
CB-2273,2026-06-26,Barsha,Pani Puri,Chaat,Direct,Takeaway,2,24,2.4,0.0,21.6
CB-2274,2026-06-26,Barsha,Pani Puri,Chaat,Talabat,Delivery,1,12,0.0,3.0,9.0
CB-2275,2026-06-26,Deira,Pani Puri,Chaat,Noon,Delivery,6,72,10.8,12.24,48.96
CB-2276,2026-06-26,Deira,Dahi Puri,Chaat,Careem,Delivery,4,56,8.4,10.47,37.13
CB-2277,2026-06-26,Deira,Mango Lassi,Beverages,Talabat,Delivery,2,24,1.2,5.7,17.1
CB-2278,2026-06-27,Karama,Gulab Jamun,Desserts,Direct,Takeaway,3,30,0.0,0.0,30.0
CB-2279,2026-06-27,Karama,Aloo Tikki Chaat,Chaat,Careem,Delivery,2,32,0.0,7.04,24.96
CB-2280,2026-06-27,Karama,Pani Puri,Chaat,Talabat,Delivery,3,36,1.8,8.55,25.65
CB-2281,2026-06-27,Karama,Falooda,Desserts,Careem,Delivery,6,96,0.0,21.12,74.88
CB-2282,2026-06-27,Karama,Dahi Puri,Chaat,Talabat,Delivery,4,56,8.4,11.9,35.7
CB-2283,2026-06-27,Karama,Pav Bhaji,Mains,Talabat,Delivery,4,88,13.2,18.7,56.1
CB-2284,2026-06-27,Karama,Pani Puri,Chaat,Talabat,Delivery,6,72,0.0,18.0,54.0
CB-2285,2026-06-27,Muweilah,Falooda,Desserts,Careem,Delivery,2,32,0.0,7.04,24.96
CB-2286,2026-06-27,JVC,Aloo Tikki Chaat,Chaat,Direct,Dine-in,4,64,0.0,0.0,64.0
CB-2287,2026-06-27,JVC,Gulab Jamun,Desserts,Careem,Delivery,2,20,0.0,4.4,15.6
CB-2288,2026-06-27,JVC,Chole Bhature,Mains,Noon,Delivery,3,72,0.0,14.4,57.6
CB-2289,2026-06-27,Barsha,Samosa Chaat,Chaat,Noon,Delivery,2,30,4.5,5.1,20.4
CB-2290,2026-06-27,Barsha,Samosa Chaat,Chaat,Talabat,Delivery,4,60,0.0,15.0,45.0
CB-2291,2026-06-27,Barsha,Vada Pav,Snacks,Careem,Delivery,3,30,4.5,5.61,19.89
CB-2292,2026-06-27,Deira,Masala Dosa,Mains,Talabat,Delivery,2,40,0.0,10.0,30.0
CB-2293,2026-06-27,Deira,Gulab Jamun,Desserts,Talabat,Delivery,2,20,0.0,5.0,15.0
CB-2294,2026-06-28,Karama,Paneer Tikka,Mains,Direct,Takeaway,5,140,0.0,0.0,140.0
CB-2295,2026-06-28,Karama,Mango Lassi,Beverages,Direct,Takeaway,5,60,0.0,0.0,60.0
CB-2296,2026-06-28,Muweilah,Pav Bhaji,Mains,Direct,Takeaway,1,22,0.0,0.0,22.0
CB-2297,2026-06-28,Muweilah,Masala Chai,Beverages,Talabat,Delivery,3,24,0.0,6.0,18.0
CB-2298,2026-06-28,Muweilah,Masala Chai,Beverages,Noon,Delivery,1,8,0.8,1.44,5.76
CB-2299,2026-06-28,Muweilah,Samosa Chaat,Chaat,Talabat,Delivery,1,15,0.0,3.75,11.25
CB-2300,2026-06-28,JVC,Mango Lassi,Beverages,Careem,Delivery,6,72,3.6,15.05,53.35
CB-2301,2026-06-28,Barsha,Pav Bhaji,Mains,Talabat,Delivery,5,110,0.0,27.5,82.5
CB-2302,2026-06-28,Deira,Paneer Tikka,Mains,Direct,Dine-in,1,28,0.0,0.0,28.0
CB-2303,2026-06-29,Karama,Dahi Puri,Chaat,Careem,Delivery,3,42,0.0,9.24,32.76
CB-2304,2026-06-29,Karama,Bhel Puri,Chaat,Careem,Delivery,6,72,0.0,15.84,56.16
CB-2305,2026-06-29,Karama,Samosa Chaat,Chaat,Talabat,Delivery,5,75,0.0,18.75,56.25
CB-2306,2026-06-29,Karama,Aloo Tikki Chaat,Chaat,Careem,Delivery,6,96,4.8,20.06,71.14
CB-2307,2026-06-29,Karama,Pav Bhaji,Mains,Direct,Dine-in,2,44,0.0,0.0,44.0
CB-2308,2026-06-29,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,6,132,0.0,33.0,99.0
CB-2309,2026-06-29,Muweilah,Chole Bhature,Mains,Careem,Delivery,5,120,12.0,23.76,84.24
CB-2310,2026-06-29,Muweilah,Dahi Puri,Chaat,Talabat,Delivery,4,56,2.8,13.3,39.9
CB-2311,2026-06-29,Muweilah,Gulab Jamun,Desserts,Direct,Takeaway,5,50,5.0,0.0,45.0
CB-2312,2026-06-29,Muweilah,Vada Pav,Snacks,Talabat,Delivery,5,50,0.0,12.5,37.5
CB-2313,2026-06-29,Muweilah,Aloo Tikki Chaat,Chaat,Direct,Takeaway,2,32,0.0,0.0,32.0
CB-2314,2026-06-30,Karama,Masala Chai,Beverages,Talabat,Delivery,2,16,0.0,4.0,12.0
CB-2315,2026-06-30,Karama,Samosa Chaat,Chaat,Direct,Takeaway,2,30,1.5,0.0,28.5
CB-2316,2026-06-30,Karama,Bhel Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2317,2026-06-30,Karama,Vada Pav,Snacks,Careem,Delivery,6,60,0.0,13.2,46.8
CB-2318,2026-06-30,Muweilah,Chole Bhature,Mains,Talabat,Delivery,3,72,0.0,18.0,54.0
CB-2319,2026-06-30,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,6,132,6.6,31.35,94.05
CB-2320,2026-06-30,Muweilah,Vada Pav,Snacks,Talabat,Delivery,3,30,0.0,7.5,22.5
CB-2321,2026-06-30,Muweilah,Dahi Puri,Chaat,Talabat,Delivery,5,70,0.0,17.5,52.5
CB-2322,2026-06-30,JVC,Vada Pav,Snacks,Direct,Dine-in,4,40,6.0,0.0,34.0
CB-2323,2026-06-30,JVC,Masala Chai,Beverages,Talabat,Delivery,1,8,0.0,2.0,6.0
CB-2324,2026-06-30,JVC,Dahi Puri,Chaat,Careem,Delivery,5,70,0.0,15.4,54.6
CB-2325,2026-06-30,Barsha,Falooda,Desserts,Noon,Delivery,4,64,0.0,12.8,51.2
CB-2326,2026-06-30,Deira,Gulab Jamun,Desserts,Talabat,Delivery,5,50,0.0,12.5,37.5
CB-2327,2026-07-01,Karama,Samosa Chaat,Chaat,Talabat,Delivery,5,75,3.75,17.81,53.44
CB-2328,2026-07-01,Karama,Falooda,Desserts,Talabat,Delivery,4,64,6.4,14.4,43.2
CB-2329,2026-07-01,Muweilah,Sev Puri,Chaat,Direct,Takeaway,1,13,0.65,0.0,12.35
CB-2330,2026-07-01,Muweilah,Masala Chai,Beverages,Talabat,Delivery,1,8,0.4,1.9,5.7
CB-2331,2026-07-01,JVC,Masala Chai,Beverages,Direct,Dine-in,6,48,0.0,0.0,48.0
CB-2332,2026-07-01,JVC,Pav Bhaji,Mains,Talabat,Delivery,1,22,0.0,5.5,16.5
CB-2333,2026-07-01,JVC,Vada Pav,Snacks,Careem,Delivery,5,50,5.0,9.9,35.1
CB-2334,2026-07-01,Deira,Gulab Jamun,Desserts,Direct,Takeaway,5,50,2.5,0.0,47.5
CB-2335,2026-07-01,Deira,Aloo Tikki Chaat,Chaat,Direct,Takeaway,6,96,0.0,0.0,96.0
CB-2336,2026-07-01,Deira,Pani Puri,Chaat,Direct,Takeaway,3,36,0.0,0.0,36.0
CB-2337,2026-07-02,Karama,Masala Chai,Beverages,Careem,Delivery,6,48,0.0,10.56,37.44
CB-2338,2026-07-02,Karama,Paneer Tikka,Mains,Noon,Delivery,6,168,0.0,33.6,134.4
CB-2339,2026-07-02,Karama,Masala Chai,Beverages,Talabat,Delivery,5,40,0.0,10.0,30.0
CB-2340,2026-07-02,Karama,Pani Puri,Chaat,Careem,Delivery,3,36,3.6,7.13,25.27
CB-2341,2026-07-02,JVC,Bhel Puri,Chaat,Noon,Delivery,3,36,3.6,6.48,25.92
CB-2342,2026-07-02,JVC,Mango Lassi,Beverages,Noon,Delivery,2,24,0.0,4.8,19.2
CB-2343,2026-07-02,Barsha,Pani Puri,Chaat,Talabat,Delivery,2,24,3.6,5.1,15.3
CB-2344,2026-07-02,Deira,Vada Pav,Snacks,Direct,Takeaway,1,10,0.0,0.0,10.0
CB-2345,2026-07-02,Deira,Masala Chai,Beverages,Direct,Dine-in,1,8,0.0,0.0,8.0
CB-2346,2026-07-02,Deira,Gulab Jamun,Desserts,Talabat,Delivery,2,20,3.0,4.25,12.75
CB-2347,2026-07-03,Karama,Samosa Chaat,Chaat,Talabat,Delivery,6,90,0.0,22.5,67.5
CB-2348,2026-07-03,Karama,Pani Puri,Chaat,Direct,Dine-in,1,12,1.2,0.0,10.8
CB-2349,2026-07-03,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,1,22,1.1,5.22,15.68
CB-2350,2026-07-03,Muweilah,Samosa Chaat,Chaat,Talabat,Delivery,2,30,0.0,7.5,22.5
CB-2351,2026-07-03,Muweilah,Aloo Tikki Chaat,Chaat,Direct,Takeaway,6,96,9.6,0.0,86.4
CB-2352,2026-07-03,Muweilah,Masala Chai,Beverages,Talabat,Delivery,2,16,0.0,4.0,12.0
CB-2353,2026-07-03,Muweilah,Falooda,Desserts,Noon,Delivery,2,32,0.0,6.4,25.6
CB-2354,2026-07-03,Muweilah,Sev Puri,Chaat,Careem,Delivery,3,39,0.0,8.58,30.42
CB-2355,2026-07-03,Muweilah,Masala Dosa,Mains,Noon,Delivery,4,80,0.0,16.0,64.0
CB-2356,2026-07-03,JVC,Vada Pav,Snacks,Careem,Delivery,3,30,0.0,6.6,23.4
CB-2357,2026-07-03,JVC,Masala Chai,Beverages,Careem,Delivery,1,8,0.0,1.76,6.24
CB-2358,2026-07-03,JVC,Chole Bhature,Mains,Direct,Takeaway,1,24,0.0,0.0,24.0
CB-2359,2026-07-03,Barsha,Masala Chai,Beverages,Careem,Delivery,1,8,0.0,1.76,6.24
CB-2360,2026-07-03,Barsha,Falooda,Desserts,Careem,Delivery,1,16,0.0,3.52,12.48
CB-2361,2026-07-03,Barsha,Gulab Jamun,Desserts,Careem,Delivery,4,40,0.0,8.8,31.2
CB-2362,2026-07-03,Barsha,Pani Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2363,2026-07-03,Deira,Samosa Chaat,Chaat,Direct,Takeaway,1,15,0.0,0.0,15.0
CB-2364,2026-07-03,Deira,Sev Puri,Chaat,Direct,Takeaway,3,39,0.0,0.0,39.0
CB-2365,2026-07-03,Deira,Dahi Puri,Chaat,Direct,Takeaway,2,28,0.0,0.0,28.0
CB-2366,2026-07-04,Karama,Masala Dosa,Mains,Talabat,Delivery,5,100,15.0,21.25,63.75
CB-2367,2026-07-04,Karama,Paneer Tikka,Mains,Noon,Delivery,6,168,16.8,30.24,120.96
CB-2368,2026-07-04,Karama,Dahi Puri,Chaat,Direct,Takeaway,3,42,4.2,0.0,37.8
CB-2369,2026-07-04,Karama,Vada Pav,Snacks,Careem,Delivery,2,20,3.0,3.74,13.26
CB-2370,2026-07-04,Karama,Masala Chai,Beverages,Direct,Dine-in,6,48,0.0,0.0,48.0
CB-2371,2026-07-04,Muweilah,Aloo Tikki Chaat,Chaat,Noon,Delivery,2,32,0.0,6.4,25.6
CB-2372,2026-07-04,Muweilah,Dahi Puri,Chaat,Talabat,Delivery,4,56,0.0,14.0,42.0
CB-2373,2026-07-04,Muweilah,Masala Chai,Beverages,Talabat,Delivery,6,48,0.0,12.0,36.0
CB-2374,2026-07-04,Muweilah,Sev Puri,Chaat,Talabat,Delivery,1,13,0.0,3.25,9.75
CB-2375,2026-07-04,JVC,Masala Dosa,Mains,Talabat,Delivery,2,40,0.0,10.0,30.0
CB-2376,2026-07-04,Barsha,Vada Pav,Snacks,Careem,Delivery,5,50,0.0,11.0,39.0
CB-2377,2026-07-04,Deira,Falooda,Desserts,Talabat,Delivery,3,48,0.0,12.0,36.0
CB-2378,2026-07-04,Deira,Dahi Puri,Chaat,Talabat,Delivery,5,70,3.5,16.62,49.88
CB-2379,2026-07-05,Karama,Dahi Puri,Chaat,Careem,Delivery,4,56,0.0,12.32,43.68
CB-2380,2026-07-05,Karama,Masala Chai,Beverages,Careem,Delivery,3,24,0.0,5.28,18.72
CB-2381,2026-07-05,Karama,Masala Dosa,Mains,Direct,Takeaway,1,20,1.0,0.0,19.0
CB-2382,2026-07-05,Karama,Samosa Chaat,Chaat,Direct,Takeaway,5,75,0.0,0.0,75.0
CB-2383,2026-07-05,Muweilah,Vada Pav,Snacks,Talabat,Delivery,4,40,0.0,10.0,30.0
CB-2384,2026-07-05,JVC,Dahi Puri,Chaat,Direct,Takeaway,4,56,0.0,0.0,56.0
CB-2385,2026-07-05,Barsha,Gulab Jamun,Desserts,Noon,Delivery,2,20,3.0,3.4,13.6
CB-2386,2026-07-05,Barsha,Pani Puri,Chaat,Careem,Delivery,6,72,7.2,14.26,50.54
CB-2387,2026-07-05,Deira,Samosa Chaat,Chaat,Direct,Takeaway,4,60,0.0,0.0,60.0
CB-2388,2026-07-05,Deira,Mango Lassi,Beverages,Direct,Dine-in,4,48,0.0,0.0,48.0
CB-2389,2026-07-06,Karama,Pav Bhaji,Mains,Talabat,Delivery,4,88,4.4,20.9,62.7
CB-2390,2026-07-06,Karama,Mango Lassi,Beverages,Talabat,Delivery,6,72,0.0,18.0,54.0
CB-2391,2026-07-06,Karama,Bhel Puri,Chaat,Direct,Takeaway,4,48,7.2,0.0,40.8
CB-2392,2026-07-06,Karama,Paneer Tikka,Mains,Talabat,Delivery,4,112,0.0,28.0,84.0
CB-2393,2026-07-06,JVC,Masala Chai,Beverages,Careem,Delivery,6,48,0.0,10.56,37.44
CB-2394,2026-07-06,JVC,Mango Lassi,Beverages,Talabat,Delivery,5,60,6.0,13.5,40.5
CB-2395,2026-07-06,Barsha,Pav Bhaji,Mains,Direct,Dine-in,4,88,0.0,0.0,88.0
CB-2396,2026-07-06,Barsha,Pani Puri,Chaat,Noon,Delivery,1,12,0.0,2.4,9.6
CB-2397,2026-07-06,Barsha,Vada Pav,Snacks,Talabat,Delivery,5,50,0.0,12.5,37.5
CB-2398,2026-07-06,Deira,Aloo Tikki Chaat,Chaat,Direct,Takeaway,3,48,0.0,0.0,48.0
CB-2399,2026-07-07,Muweilah,Aloo Tikki Chaat,Chaat,Direct,Dine-in,1,16,0.0,0.0,16.0
CB-2400,2026-07-07,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,4,88,0.0,22.0,66.0
CB-2401,2026-07-07,JVC,Gulab Jamun,Desserts,Noon,Delivery,2,20,0.0,4.0,16.0
CB-2402,2026-07-07,Barsha,Paneer Tikka,Mains,Noon,Delivery,1,28,4.2,4.76,19.04
CB-2403,2026-07-07,Deira,Chole Bhature,Mains,Noon,Delivery,4,96,0.0,19.2,76.8
CB-2404,2026-07-08,Karama,Mango Lassi,Beverages,Careem,Delivery,1,12,0.0,2.64,9.36
CB-2405,2026-07-08,Muweilah,Gulab Jamun,Desserts,Talabat,Delivery,6,60,0.0,15.0,45.0
CB-2406,2026-07-08,Muweilah,Vada Pav,Snacks,Talabat,Delivery,2,20,3.0,4.25,12.75
CB-2407,2026-07-08,Muweilah,Gulab Jamun,Desserts,Careem,Delivery,6,60,0.0,13.2,46.8
CB-2408,2026-07-08,JVC,Vada Pav,Snacks,Direct,Takeaway,2,20,0.0,0.0,20.0
CB-2409,2026-07-08,JVC,Sev Puri,Chaat,Talabat,Delivery,6,78,0.0,19.5,58.5
CB-2410,2026-07-08,Barsha,Dahi Puri,Chaat,Noon,Delivery,4,56,0.0,11.2,44.8
CB-2411,2026-07-08,Deira,Pav Bhaji,Mains,Direct,Dine-in,5,110,0.0,0.0,110.0
CB-2412,2026-07-09,Karama,Pav Bhaji,Mains,Talabat,Delivery,6,132,0.0,33.0,99.0
CB-2413,2026-07-09,Karama,Masala Chai,Beverages,Talabat,Delivery,3,24,1.2,5.7,17.1
CB-2414,2026-07-09,Karama,Masala Dosa,Mains,Direct,Dine-in,1,20,1.0,0.0,19.0
CB-2415,2026-07-09,Muweilah,Chole Bhature,Mains,Careem,Delivery,5,120,0.0,26.4,93.6
CB-2416,2026-07-09,Muweilah,Pani Puri,Chaat,Noon,Delivery,1,12,0.0,2.4,9.6
CB-2417,2026-07-09,Deira,Bhel Puri,Chaat,Talabat,Delivery,6,72,0.0,18.0,54.0
CB-2418,2026-07-10,Karama,Pani Puri,Chaat,Talabat,Delivery,2,24,1.2,5.7,17.1
CB-2419,2026-07-10,Karama,Falooda,Desserts,Direct,Takeaway,2,32,0.0,0.0,32.0
CB-2420,2026-07-10,Karama,Masala Chai,Beverages,Careem,Delivery,4,32,1.6,6.69,23.71
CB-2421,2026-07-10,Muweilah,Masala Chai,Beverages,Direct,Dine-in,1,8,0.0,0.0,8.0
CB-2422,2026-07-10,Muweilah,Masala Chai,Beverages,Talabat,Delivery,5,40,0.0,10.0,30.0
CB-2423,2026-07-10,Muweilah,Samosa Chaat,Chaat,Direct,Takeaway,5,75,0.0,0.0,75.0
CB-2424,2026-07-10,Muweilah,Vada Pav,Snacks,Talabat,Delivery,3,30,0.0,7.5,22.5
CB-2425,2026-07-10,Muweilah,Vada Pav,Snacks,Careem,Delivery,1,10,0.0,2.2,7.8
CB-2426,2026-07-10,Muweilah,Vada Pav,Snacks,Direct,Takeaway,6,60,0.0,0.0,60.0
CB-2427,2026-07-10,Muweilah,Bhel Puri,Chaat,Careem,Delivery,4,48,0.0,10.56,37.44
CB-2428,2026-07-10,JVC,Vada Pav,Snacks,Careem,Delivery,3,30,0.0,6.6,23.4
CB-2429,2026-07-10,Barsha,Samosa Chaat,Chaat,Careem,Delivery,5,75,3.75,15.68,55.57
CB-2430,2026-07-10,Barsha,Bhel Puri,Chaat,Careem,Delivery,1,12,0.0,2.64,9.36
CB-2431,2026-07-10,Barsha,Masala Chai,Beverages,Careem,Delivery,6,48,0.0,10.56,37.44
CB-2432,2026-07-10,Barsha,Masala Chai,Beverages,Careem,Delivery,1,8,0.0,1.76,6.24
CB-2433,2026-07-10,Deira,Falooda,Desserts,Direct,Dine-in,1,16,0.0,0.0,16.0
CB-2434,2026-07-10,Deira,Masala Chai,Beverages,Direct,Dine-in,2,16,0.0,0.0,16.0
CB-2435,2026-07-11,Karama,Pani Puri,Chaat,Direct,Takeaway,1,12,0.0,0.0,12.0
CB-2436,2026-07-11,Karama,Sev Puri,Chaat,Direct,Takeaway,6,78,0.0,0.0,78.0
CB-2437,2026-07-11,Karama,Dahi Puri,Chaat,Careem,Delivery,3,42,4.2,8.32,29.48
CB-2438,2026-07-11,Karama,Paneer Tikka,Mains,Talabat,Delivery,4,112,0.0,28.0,84.0
CB-2439,2026-07-11,Muweilah,Masala Chai,Beverages,Direct,Dine-in,1,8,0.8,0.0,7.2
CB-2440,2026-07-11,Muweilah,Aloo Tikki Chaat,Chaat,Talabat,Delivery,1,16,0.0,4.0,12.0
CB-2441,2026-07-11,Muweilah,Pani Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2442,2026-07-11,JVC,Aloo Tikki Chaat,Chaat,Careem,Delivery,3,48,0.0,10.56,37.44
CB-2443,2026-07-11,JVC,Masala Chai,Beverages,Careem,Delivery,1,8,0.0,1.76,6.24
CB-2444,2026-07-11,Barsha,Paneer Tikka,Mains,Talabat,Delivery,3,84,12.6,17.85,53.55
CB-2445,2026-07-11,Barsha,Pani Puri,Chaat,Careem,Delivery,3,36,0.0,7.92,28.08
CB-2446,2026-07-11,Barsha,Pav Bhaji,Mains,Noon,Delivery,4,88,4.4,16.72,66.88
CB-2447,2026-07-11,Barsha,Masala Dosa,Mains,Direct,Takeaway,6,120,6.0,0.0,114.0
CB-2448,2026-07-11,Deira,Dahi Puri,Chaat,Direct,Takeaway,1,14,0.0,0.0,14.0
CB-2449,2026-07-11,Deira,Dahi Puri,Chaat,Noon,Delivery,6,84,4.2,15.96,63.84
CB-2450,2026-07-12,Karama,Masala Chai,Beverages,Direct,Dine-in,3,24,0.0,0.0,24.0
CB-2451,2026-07-12,Muweilah,Masala Chai,Beverages,Talabat,Delivery,2,16,0.0,4.0,12.0
CB-2452,2026-07-12,Muweilah,Masala Chai,Beverages,Talabat,Delivery,6,48,2.4,11.4,34.2
CB-2453,2026-07-12,Muweilah,Pav Bhaji,Mains,Careem,Delivery,6,132,0.0,29.04,102.96
CB-2454,2026-07-12,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,4,88,0.0,22.0,66.0
CB-2455,2026-07-12,JVC,Dahi Puri,Chaat,Talabat,Delivery,3,42,0.0,10.5,31.5
CB-2456,2026-07-12,JVC,Samosa Chaat,Chaat,Talabat,Delivery,1,15,0.0,3.75,11.25
CB-2457,2026-07-12,Barsha,Vada Pav,Snacks,Talabat,Delivery,5,50,0.0,12.5,37.5
CB-2458,2026-07-12,Deira,Masala Dosa,Mains,Talabat,Delivery,3,60,0.0,15.0,45.0
CB-2459,2026-07-12,Deira,Mango Lassi,Beverages,Noon,Delivery,3,36,0.0,7.2,28.8
CB-2460,2026-07-13,Karama,Samosa Chaat,Chaat,Talabat,Delivery,5,75,3.75,17.81,53.44
CB-2461,2026-07-13,Karama,Masala Chai,Beverages,Talabat,Delivery,1,8,0.0,2.0,6.0
CB-2462,2026-07-13,Karama,Mango Lassi,Beverages,Direct,Dine-in,1,12,0.0,0.0,12.0
CB-2463,2026-07-13,Karama,Mango Lassi,Beverages,Talabat,Delivery,5,60,0.0,15.0,45.0
CB-2464,2026-07-13,Muweilah,Samosa Chaat,Chaat,Direct,Takeaway,2,30,3.0,0.0,27.0
CB-2465,2026-07-13,Muweilah,Mango Lassi,Beverages,Careem,Delivery,1,12,0.0,2.64,9.36
CB-2466,2026-07-13,Muweilah,Bhel Puri,Chaat,Noon,Delivery,5,60,0.0,12.0,48.0
CB-2467,2026-07-13,JVC,Bhel Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2468,2026-07-13,JVC,Mango Lassi,Beverages,Talabat,Delivery,2,24,0.0,6.0,18.0
CB-2469,2026-07-13,Barsha,Pani Puri,Chaat,Talabat,Delivery,4,48,0.0,12.0,36.0
CB-2470,2026-07-13,Barsha,Gulab Jamun,Desserts,Noon,Delivery,2,20,1.0,3.8,15.2
CB-2471,2026-07-14,Karama,Gulab Jamun,Desserts,Noon,Delivery,1,10,0.0,2.0,8.0
CB-2472,2026-07-14,Karama,Samosa Chaat,Chaat,Talabat,Delivery,3,45,0.0,11.25,33.75
CB-2473,2026-07-14,Karama,Masala Chai,Beverages,Direct,Dine-in,4,32,3.2,0.0,28.8
CB-2474,2026-07-14,Muweilah,Falooda,Desserts,Talabat,Delivery,5,80,0.0,20.0,60.0
CB-2475,2026-07-14,Muweilah,Vada Pav,Snacks,Direct,Takeaway,2,20,0.0,0.0,20.0
CB-2476,2026-07-14,Deira,Samosa Chaat,Chaat,Direct,Dine-in,1,15,0.75,0.0,14.25
CB-2477,2026-07-15,Karama,Paneer Tikka,Mains,Talabat,Delivery,6,168,8.4,39.9,119.7
CB-2478,2026-07-15,Karama,Masala Chai,Beverages,Direct,Dine-in,4,32,0.0,0.0,32.0
CB-2479,2026-07-15,Muweilah,Samosa Chaat,Chaat,Direct,Takeaway,2,30,0.0,0.0,30.0
CB-2480,2026-07-15,Muweilah,Chole Bhature,Mains,Careem,Delivery,4,96,0.0,21.12,74.88
CB-2481,2026-07-15,Muweilah,Masala Dosa,Mains,Careem,Delivery,5,100,0.0,22.0,78.0
CB-2482,2026-07-15,Muweilah,Paneer Tikka,Mains,Noon,Delivery,4,112,5.6,21.28,85.12
CB-2483,2026-07-15,Muweilah,Chole Bhature,Mains,Noon,Delivery,1,24,0.0,4.8,19.2
CB-2484,2026-07-15,JVC,Paneer Tikka,Mains,Direct,Dine-in,4,112,0.0,0.0,112.0
CB-2485,2026-07-15,Deira,Mango Lassi,Beverages,Noon,Delivery,4,48,2.4,9.12,36.48
CB-2486,2026-07-15,Deira,Aloo Tikki Chaat,Chaat,Direct,Dine-in,2,32,0.0,0.0,32.0
CB-2487,2026-07-15,Deira,Aloo Tikki Chaat,Chaat,Talabat,Delivery,6,96,0.0,24.0,72.0
CB-2488,2026-07-15,Deira,Samosa Chaat,Chaat,Careem,Delivery,6,90,0.0,19.8,70.2
CB-2489,2026-07-16,Karama,Gulab Jamun,Desserts,Noon,Delivery,2,20,0.0,4.0,16.0
CB-2490,2026-07-16,Karama,Mango Lassi,Beverages,Direct,Takeaway,3,36,0.0,0.0,36.0
CB-2491,2026-07-16,Karama,Masala Chai,Beverages,Talabat,Delivery,4,32,0.0,8.0,24.0
CB-2492,2026-07-16,Karama,Paneer Tikka,Mains,Talabat,Delivery,5,140,14.0,31.5,94.5
CB-2493,2026-07-16,Muweilah,Falooda,Desserts,Direct,Takeaway,6,96,0.0,0.0,96.0
CB-2494,2026-07-16,JVC,Dahi Puri,Chaat,Talabat,Delivery,4,56,5.6,12.6,37.8
